0,0,0,-640,0.3,0.1,0.5,0,0,0,0
0,0,0,-160,0.3,0.1,0.5,0,0,0,0
0,0,0,300,0.3,0.1,0.3,0,1.57,0,0
6,0,40,300,0.1,0.1,0.1,0,0,0,0
10,-160,0,0,0.1,0.1,0.1,0,-1.57,0,800
10,-160,0,160,0.1,0.1,0.1,0,-1.57,0,800
10,160,0,80,0.1,0.1,0.1,0,1.57,0,800
7,0,40,-720,0.1,0.1,0.1,0,0,0,0
11,80,80,-640,0.1,0.1,0.1,0,0,0,0
11,-80,80,-640,0.1,0.1,0.1,0,0,0,1
11,-80,80,-480,0.1,0.1,0.1,0,0,0,3
11,80,80,-480,0.1,0.1,0.1,0,0,0,2
8,0,40,-240,0.1,0.1,0.1,0,0,0,0
9,0,40,-120,0.1,0.1,0.1,0,0,0,0
11,80,40,-160,0.1,0.1,0.1,0,0,0,4
5,0,0,-320,0.1,0.1,0.1,0,0,0,120
5,0,0,-400,0.1,0.1,0.1,0,0,0,120
5,0,0,-480,0.1,0.1,0.1,0,0,0,120
