0,0.000000,600.000000,-800.000000,0.300000,0.100000,0.300000,0.000000,0.000000,0.000000,0,0
7,0.000000,640.000000,-800.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0,0
10,0.000000,600.000000,-720.000000,0.100000,0.100000,0.100000,0.000000,3.140000,0.000000,0,600
0,0.000000,200.000000,-400.000000,0.300000,0.100000,0.300000,0.000000,0.000000,0.000000,1,0
0,280.000000,200.000000,-280.000000,0.300000,0.100000,0.300000,0.000000,0.000000,0.000000,1,0
9,280.000000,240.000000,-280.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0,0
4,160.000000,200.000000,-400.000000,0.300000,0.100000,0.300000,0.000000,0.000000,0.000000,0,0
5,280.000000,200.000000,-160.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0,80
0,280.000000,200.000000,-40.000000,0.300000,0.100000,0.300000,0.000000,0.000000,0.000000,0,80
8,0.000000,240.000000,-400.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0,80
1,160.000000,200.000000,80.000000,0.100000,0.100000,0.100000,0.000000,1.570000,0.000000,0,200
0,0.000000,200.000000,240.000000,0.300000,0.100000,0.600000,0.000000,0.000000,0.000000,0,0
9,0.000000,240.000000,240.000000,0.300000,0.100000,0.600000,0.000000,0.000000,0.000000,0,0
9,0.000000,240.000000,280.000000,0.300000,0.100000,0.600000,0.000000,0.000000,0.000000,0,0
9,0.000000,240.000000,320.000000,0.300000,0.100000,0.600000,0.000000,0.000000,0.000000,0,0
0,0.000000,200.000000,400.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0,0
6,0.000000,240.000000,400.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0,0
8,280.000000,240.000000,-40.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0,0
11,80.000000,240.000000,-320.000000,0.100000,0.100000,0.100000,0.000000,0.750000,0.000000,0,9
